YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,8,MD,Total Electric Power Industry,Total,"3,297,969"
2020,8,MD,Total Electric Power Industry,Coal,"464,989"
2020,8,MD,Total Electric Power Industry,Hydroelectric Conventional,"50,927"
2020,8,MD,Total Electric Power Industry,Natural Gas,"1,329,295"
2020,8,MD,Total Electric Power Industry,Nuclear,"1,289,513"
2020,8,MD,Total Electric Power Industry,Other,"34,877"
2020,8,MD,Total Electric Power Industry,Petroleum,"8,275"
2020,8,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"59,930"
2020,8,MD,Total Electric Power Industry,Other Biomass,"34,282"
2020,8,MD,Total Electric Power Industry,Wind,"24,669"
2020,8,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,213"
2020,8,MD,"Combined Heat and Power, Industrial Power",Total,"4,435"
2020,8,MD,"Combined Heat and Power, Industrial Power",Natural Gas,"4,435"
2020,8,MD,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,8,MD,"Combined Heat and Power, Commercial Power",Total,"90,296"
2020,8,MD,"Combined Heat and Power, Commercial Power",Coal,0
2020,8,MD,"Combined Heat and Power, Commercial Power",Natural Gas,"86,587"
2020,8,MD,"Combined Heat and Power, Commercial Power",Other,0
2020,8,MD,"Combined Heat and Power, Commercial Power",Petroleum,49
2020,8,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,997"
2020,8,MD,"Combined Heat and Power, Commercial Power",Other Biomass,451
2020,8,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,213"
2020,8,MD,"Combined Heat and Power, Electric Power",Total,"183,182"
2020,8,MD,"Combined Heat and Power, Electric Power",Coal,"77,185"
2020,8,MD,"Combined Heat and Power, Electric Power",Natural Gas,"72,004"
2020,8,MD,"Combined Heat and Power, Electric Power",Other,"18,397"
2020,8,MD,"Combined Heat and Power, Electric Power",Petroleum,543
2020,8,MD,"Combined Heat and Power, Electric Power",Other Biomass,"15,052"
2020,8,MD,"Electric Generators, Independent Power Producers",Total,"2,733,691"
2020,8,MD,"Electric Generators, Independent Power Producers",Coal,"387,804"
2020,8,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"50,927"
2020,8,MD,"Electric Generators, Independent Power Producers",Natural Gas,"880,654"
2020,8,MD,"Electric Generators, Independent Power Producers",Nuclear,"1,289,513"
2020,8,MD,"Electric Generators, Independent Power Producers",Other,"16,480"
2020,8,MD,"Electric Generators, Independent Power Producers",Petroleum,"7,872"
2020,8,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"56,994"
2020,8,MD,"Electric Generators, Independent Power Producers",Other Biomass,"18,779"
2020,8,MD,"Electric Generators, Independent Power Producers",Wind,"24,669"
2020,8,MD,"Electric Generators, Electric Utilities",Total,"286,366"
2020,8,MD,"Electric Generators, Electric Utilities",Natural Gas,"285,616"
2020,8,MD,"Electric Generators, Electric Utilities",Petroleum,-189
2020,8,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,939
2020,8,ME,Total Electric Power Industry,Total,"848,657"
2020,8,ME,Total Electric Power Industry,Coal,"4,543"
2020,8,ME,Total Electric Power Industry,Hydroelectric Conventional,"282,552"
2020,8,ME,Total Electric Power Industry,Natural Gas,"201,883"
2020,8,ME,Total Electric Power Industry,Other,"26,136"
2020,8,ME,Total Electric Power Industry,Petroleum,"1,530"
2020,8,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,077"
2020,8,ME,Total Electric Power Industry,Other Biomass,"10,029"
2020,8,ME,Total Electric Power Industry,Wind,"145,278"
2020,8,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"173,629"
2020,8,ME,"Combined Heat and Power, Industrial Power",Total,"169,606"
2020,8,ME,"Combined Heat and Power, Industrial Power",Coal,745
2020,8,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"9,125"
2020,8,ME,"Combined Heat and Power, Industrial Power",Natural Gas,"49,282"
2020,8,ME,"Combined Heat and Power, Industrial Power",Other,"10,379"
2020,8,ME,"Combined Heat and Power, Industrial Power",Petroleum,804
2020,8,ME,"Combined Heat and Power, Industrial Power",Other Biomass,463
2020,8,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"98,809"
2020,8,ME,"Combined Heat and Power, Commercial Power",Total,"9,657"
2020,8,ME,"Combined Heat and Power, Commercial Power",Natural Gas,"2,683"
2020,8,ME,"Combined Heat and Power, Commercial Power",Other,"3,763"
2020,8,ME,"Combined Heat and Power, Commercial Power",Petroleum,132
2020,8,ME,"Combined Heat and Power, Commercial Power",Other Biomass,"3,078"
2020,8,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,8,ME,"Combined Heat and Power, Electric Power",Total,"35,763"
2020,8,ME,"Combined Heat and Power, Electric Power",Coal,"3,798"
2020,8,ME,"Combined Heat and Power, Electric Power",Other,"7,974"
2020,8,ME,"Combined Heat and Power, Electric Power",Petroleum,511
2020,8,ME,"Combined Heat and Power, Electric Power",Other Biomass,320
2020,8,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"23,161"
2020,8,ME,"Electric Generators, Independent Power Producers",Total,"633,310"
2020,8,ME,"Electric Generators, Independent Power Producers",Coal,0
2020,8,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"273,107"
2020,8,ME,"Electric Generators, Independent Power Producers",Natural Gas,"149,917"
2020,8,ME,"Electric Generators, Independent Power Producers",Other,"4,021"
2020,8,ME,"Electric Generators, Independent Power Producers",Petroleum,83
2020,8,ME,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,077"
2020,8,ME,"Electric Generators, Independent Power Producers",Other Biomass,"6,168"
2020,8,ME,"Electric Generators, Independent Power Producers",Wind,"145,278"
2020,8,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"51,659"
2020,8,ME,"Electric Generators, Electric Utilities",Total,321
2020,8,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,321
2020,8,MI,Total Electric Power Industry,Total,"9,787,440"
2020,8,MI,Total Electric Power Industry,Coal,"3,042,766"
2020,8,MI,Total Electric Power Industry,Pumped Storage,"-121,997"
2020,8,MI,Total Electric Power Industry,Hydroelectric Conventional,"139,778"
2020,8,MI,Total Electric Power Industry,Natural Gas,"3,171,337"
2020,8,MI,Total Electric Power Industry,Nuclear,"2,726,364"
2020,8,MI,Total Electric Power Industry,Other Gases,"124,257"
2020,8,MI,Total Electric Power Industry,Other,"12,285"
2020,8,MI,Total Electric Power Industry,Petroleum,"113,063"
2020,8,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"16,805"
2020,8,MI,Total Electric Power Industry,Other Biomass,"75,555"
2020,8,MI,Total Electric Power Industry,Wind,"363,367"
2020,8,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"123,861"
2020,8,MI,"Combined Heat and Power, Industrial Power",Total,"109,671"
2020,8,MI,"Combined Heat and Power, Industrial Power",Coal,8
2020,8,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,788
2020,8,MI,"Combined Heat and Power, Industrial Power",Natural Gas,"50,237"
2020,8,MI,"Combined Heat and Power, Industrial Power",Other,0
2020,8,MI,"Combined Heat and Power, Industrial Power",Petroleum,"16,372"
2020,8,MI,"Combined Heat and Power, Industrial Power",Other Biomass,355
2020,8,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"41,910"
2020,8,MI,"Combined Heat and Power, Commercial Power",Total,"58,682"
2020,8,MI,"Combined Heat and Power, Commercial Power",Coal,0
2020,8,MI,"Combined Heat and Power, Commercial Power",Natural Gas,"49,375"
2020,8,MI,"Combined Heat and Power, Commercial Power",Other,"5,039"
2020,8,MI,"Combined Heat and Power, Commercial Power",Petroleum,4
2020,8,MI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,142
2020,8,MI,"Combined Heat and Power, Commercial Power",Other Biomass,"4,122"
2020,8,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,8,MI,"Combined Heat and Power, Electric Power",Total,"1,416,458"
2020,8,MI,"Combined Heat and Power, Electric Power",Coal,"32,495"
2020,8,MI,"Combined Heat and Power, Electric Power",Natural Gas,"1,256,082"
2020,8,MI,"Combined Heat and Power, Electric Power",Other Gases,"124,104"
2020,8,MI,"Combined Heat and Power, Electric Power",Other,137
2020,8,MI,"Combined Heat and Power, Electric Power",Petroleum,0
2020,8,MI,"Combined Heat and Power, Electric Power",Other Biomass,256
2020,8,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"3,385"
2020,8,MI,"Electric Generators, Independent Power Producers",Total,"1,580,744"
2020,8,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"7,832"
2020,8,MI,"Electric Generators, Independent Power Producers",Natural Gas,"696,018"
2020,8,MI,"Electric Generators, Independent Power Producers",Nuclear,"512,269"
2020,8,MI,"Electric Generators, Independent Power Producers",Other,"7,109"
2020,8,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2020,8,MI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,662"
2020,8,MI,"Electric Generators, Independent Power Producers",Other Biomass,"70,822"
2020,8,MI,"Electric Generators, Independent Power Producers",Wind,"201,466"
2020,8,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"78,566"
2020,8,MI,"Electric Generators, Electric Utilities",Total,"6,621,885"
2020,8,MI,"Electric Generators, Electric Utilities",Coal,"3,010,263"
2020,8,MI,"Electric Generators, Electric Utilities",Pumped Storage,"-121,997"
2020,8,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"131,158"
2020,8,MI,"Electric Generators, Electric Utilities",Natural Gas,"1,119,624"
2020,8,MI,"Electric Generators, Electric Utilities",Nuclear,"2,214,095"
