YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,1,WV,"Combined Heat and Power, Electric Power",Natural Gas,0
2020,1,WV,"Electric Generators, Independent Power Producers",Total,"1,024,482"
2020,1,WV,"Electric Generators, Independent Power Producers",Coal,"729,930"
2020,1,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"39,224"
2020,1,WV,"Electric Generators, Independent Power Producers",Natural Gas,"55,603"
2020,1,WV,"Electric Generators, Independent Power Producers",Other,"-1,128"
2020,1,WV,"Electric Generators, Independent Power Producers",Petroleum,0
2020,1,WV,"Electric Generators, Independent Power Producers",Other Biomass,0
2020,1,WV,"Electric Generators, Independent Power Producers",Wind,"200,853"
2020,1,WV,"Electric Generators, Electric Utilities",Total,"3,021,991"
2020,1,WV,"Electric Generators, Electric Utilities",Coal,"2,931,339"
2020,1,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"67,909"
2020,1,WV,"Electric Generators, Electric Utilities",Natural Gas,631
2020,1,WV,"Electric Generators, Electric Utilities",Other,0
2020,1,WV,"Electric Generators, Electric Utilities",Petroleum,"22,113"
2020,1,WY,Total Electric Power Industry,Total,"3,493,346"
2020,1,WY,Total Electric Power Industry,Coal,"2,806,668"
2020,1,WY,Total Electric Power Industry,Hydroelectric Conventional,"93,570"
2020,1,WY,Total Electric Power Industry,Natural Gas,"120,847"
2020,1,WY,Total Electric Power Industry,Other Gases,"34,650"
2020,1,WY,Total Electric Power Industry,Other,"6,670"
2020,1,WY,Total Electric Power Industry,Petroleum,"4,769"
2020,1,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"7,801"
2020,1,WY,Total Electric Power Industry,Wind,"418,370"
2020,1,WY,"Combined Heat and Power, Industrial Power",Total,"142,682"
2020,1,WY,"Combined Heat and Power, Industrial Power",Coal,"32,317"
2020,1,WY,"Combined Heat and Power, Industrial Power",Natural Gas,"69,046"
2020,1,WY,"Combined Heat and Power, Industrial Power",Other Gases,"34,650"
2020,1,WY,"Combined Heat and Power, Industrial Power",Other,"6,670"
2020,1,WY,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,WY,"Electric Generators, Independent Power Producers",Total,"305,781"
2020,1,WY,"Electric Generators, Independent Power Producers",Coal,"58,396"
2020,1,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,0
2020,1,WY,"Electric Generators, Independent Power Producers",Natural Gas,324
2020,1,WY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"7,801"
2020,1,WY,"Electric Generators, Independent Power Producers",Wind,"239,260"
2020,1,WY,"Electric Generators, Electric Utilities",Total,"3,044,883"
2020,1,WY,"Electric Generators, Electric Utilities",Coal,"2,715,956"
2020,1,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"93,570"
2020,1,WY,"Electric Generators, Electric Utilities",Natural Gas,"51,477"
2020,1,WY,"Electric Generators, Electric Utilities",Petroleum,"4,769"
2020,1,WY,"Electric Generators, Electric Utilities",Wind,"179,110"
2020,2,AK,Total Electric Power Industry,Total,"526,673"
2020,2,AK,Total Electric Power Industry,Coal,"71,784"
2020,2,AK,Total Electric Power Industry,Hydroelectric Conventional,"172,979"
2020,2,AK,Total Electric Power Industry,Natural Gas,"184,703"
2020,2,AK,Total Electric Power Industry,Other,-221
2020,2,AK,Total Electric Power Industry,Petroleum,"78,118"
2020,2,AK,Total Electric Power Industry,Other Biomass,"3,149"
2020,2,AK,Total Electric Power Industry,Wind,"16,162"
2020,2,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,2,AK,"Combined Heat and Power, Industrial Power",Total,"10,242"
2020,2,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"3,772"
2020,2,AK,"Combined Heat and Power, Industrial Power",Petroleum,"6,409"
2020,2,AK,"Combined Heat and Power, Industrial Power",Other Biomass,61
2020,2,AK,"Combined Heat and Power, Commercial Power",Total,"32,127"
2020,2,AK,"Combined Heat and Power, Commercial Power",Coal,"14,507"
2020,2,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"14,554"
2020,2,AK,"Combined Heat and Power, Commercial Power",Natural Gas,1
2020,2,AK,"Combined Heat and Power, Commercial Power",Petroleum,-23
2020,2,AK,"Combined Heat and Power, Commercial Power",Other Biomass,"3,088"
2020,2,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,2,AK,"Combined Heat and Power, Electric Power",Total,"17,241"
2020,2,AK,"Combined Heat and Power, Electric Power",Coal,"17,241"
2020,2,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2020,2,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2020,2,AK,"Electric Generators, Independent Power Producers",Total,"5,962"
2020,2,AK,"Electric Generators, Independent Power Producers",Petroleum,187
2020,2,AK,"Electric Generators, Independent Power Producers",Wind,"5,775"
2020,2,AK,"Electric Generators, Electric Utilities",Total,"461,100"
2020,2,AK,"Electric Generators, Electric Utilities",Coal,"40,036"
2020,2,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"158,424"
2020,2,AK,"Electric Generators, Electric Utilities",Natural Gas,"180,930"
2020,2,AK,"Electric Generators, Electric Utilities",Other,-221
2020,2,AK,"Electric Generators, Electric Utilities",Petroleum,"71,545"
2020,2,AK,"Electric Generators, Electric Utilities",Wind,"10,387"
2020,2,AL,Total Electric Power Industry,Total,"10,582,190"
2020,2,AL,Total Electric Power Industry,Coal,"1,236,949"
2020,2,AL,Total Electric Power Industry,Hydroelectric Conventional,"1,184,155"
2020,2,AL,Total Electric Power Industry,Natural Gas,"4,352,808"
2020,2,AL,Total Electric Power Industry,Nuclear,"3,504,210"
2020,2,AL,Total Electric Power Industry,Other Gases,163
2020,2,AL,Total Electric Power Industry,Other,0
2020,2,AL,Total Electric Power Industry,Petroleum,168
2020,2,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"20,848"
2020,2,AL,Total Electric Power Industry,Other Biomass,"3,293"
2020,2,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"279,595"
2020,2,AL,"Combined Heat and Power, Industrial Power",Total,"387,986"
2020,2,AL,"Combined Heat and Power, Industrial Power",Coal,0
2020,2,AL,"Combined Heat and Power, Industrial Power",Natural Gas,"108,115"
2020,2,AL,"Combined Heat and Power, Industrial Power",Other Gases,163
2020,2,AL,"Combined Heat and Power, Industrial Power",Other,0
2020,2,AL,"Combined Heat and Power, Industrial Power",Petroleum,113
2020,2,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2020,2,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"279,595"
2020,2,AL,"Combined Heat and Power, Electric Power",Total,"228,025"
2020,2,AL,"Combined Heat and Power, Electric Power",Natural Gas,"228,025"
2020,2,AL,"Electric Generators, Independent Power Producers",Total,"2,629,761"
2020,2,AL,"Electric Generators, Independent Power Producers",Natural Gas,"2,607,222"
2020,2,AL,"Electric Generators, Independent Power Producers",Other,0
2020,2,AL,"Electric Generators, Independent Power Producers",Petroleum,65
2020,2,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"19,181"
2020,2,AL,"Electric Generators, Independent Power Producers",Other Biomass,"3,293"
2020,2,AL,"Electric Generators, Electric Utilities",Total,"7,336,418"
2020,2,AL,"Electric Generators, Electric Utilities",Coal,"1,236,949"
2020,2,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,184,155"
2020,2,AL,"Electric Generators, Electric Utilities",Natural Gas,"1,409,446"
2020,2,AL,"Electric Generators, Electric Utilities",Nuclear,"3,504,210"
2020,2,AL,"Electric Generators, Electric Utilities",Petroleum,-9
2020,2,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,666"
2020,2,AR,Total Electric Power Industry,Total,"3,882,684"
2020,2,AR,Total Electric Power Industry,Coal,"880,204"
2020,2,AR,Total Electric Power Industry,Pumped Storage,"15,819"
2020,2,AR,Total Electric Power Industry,Hydroelectric Conventional,"407,063"
2020,2,AR,Total Electric Power Industry,Natural Gas,"1,169,620"
2020,2,AR,Total Electric Power Industry,Nuclear,"1,298,300"
2020,2,AR,Total Electric Power Industry,Other,"1,052"
2020,2,AR,Total Electric Power Industry,Petroleum,"4,666"
2020,2,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,"13,815"
2020,2,AR,Total Electric Power Industry,Other Biomass,"9,092"
2020,2,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"83,053"
2020,2,AR,"Combined Heat and Power, Industrial Power",Total,"108,841"
2020,2,AR,"Combined Heat and Power, Industrial Power",Coal,"3,479"
2020,2,AR,"Combined Heat and Power, Industrial Power",Natural Gas,"21,228"
2020,2,AR,"Combined Heat and Power, Industrial Power",Other,"1,066"
2020,2,AR,"Combined Heat and Power, Industrial Power",Petroleum,15
2020,2,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"83,053"
2020,2,AR,"Combined Heat and Power, Commercial Power",Total,"4,967"
2020,2,AR,"Combined Heat and Power, Commercial Power",Natural Gas,"3,282"
2020,2,AR,"Combined Heat and Power, Commercial Power",Other,-14
2020,2,AR,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,216"
2020,2,AR,"Combined Heat and Power, Commercial Power",Other Biomass,483
2020,2,AR,"Combined Heat and Power, Electric Power",Total,"113,103"
2020,2,AR,"Combined Heat and Power, Electric Power",Natural Gas,"109,884"
2020,2,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,AR,"Combined Heat and Power, Electric Power",Other Biomass,"3,219"
2020,2,AR,"Electric Generators, Independent Power Producers",Total,"277,905"
2020,2,AR,"Electric Generators, Independent Power Producers",Coal,"255,382"
2020,2,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,072"
2020,2,AR,"Electric Generators, Independent Power Producers",Petroleum,568
2020,2,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"12,492"
2020,2,AR,"Electric Generators, Independent Power Producers",Other Biomass,"5,391"
2020,2,AR,"Electric Generators, Electric Utilities",Total,"3,377,868"
2020,2,AR,"Electric Generators, Electric Utilities",Coal,"621,342"
2020,2,AR,"Electric Generators, Electric Utilities",Pumped Storage,"15,819"
2020,2,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"402,990"
2020,2,AR,"Electric Generators, Electric Utilities",Natural Gas,"1,035,226"
2020,2,AR,"Electric Generators, Electric Utilities",Nuclear,"1,298,300"
2020,2,AR,"Electric Generators, Electric Utilities",Petroleum,"4,083"
2020,2,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,107
2020,2,AZ,Total Electric Power Industry,Total,"7,577,722"
2020,2,AZ,Total Electric Power Industry,Coal,"727,096"
2020,2,AZ,Total Electric Power Industry,Pumped Storage,"-1,580"
2020,2,AZ,Total Electric Power Industry,Hydroelectric Conventional,"511,864"
2020,2,AZ,Total Electric Power Industry,Natural Gas,"3,378,966"
2020,2,AZ,Total Electric Power Industry,Nuclear,"2,491,613"
2020,2,AZ,Total Electric Power Industry,Other,-396
2020,2,AZ,Total Electric Power Industry,Petroleum,"3,173"
2020,2,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"406,124"
2020,2,AZ,Total Electric Power Industry,Other Biomass,"2,414"
2020,2,AZ,Total Electric Power Industry,Wind,"42,058"
2020,2,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"16,391"
2020,2,AZ,"Combined Heat and Power, Commercial Power",Total,"12,185"
2020,2,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,"11,160"
2020,2,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2020,2,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,024"
2020,2,AZ,"Combined Heat and Power, Electric Power",Total,"3,528"
2020,2,AZ,"Combined Heat and Power, Electric Power",Natural Gas,"3,528"
2020,2,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,AZ,"Electric Generators, Independent Power Producers",Total,"1,265,180"
2020,2,AZ,"Electric Generators, Independent Power Producers",Natural Gas,"848,657"
2020,2,AZ,"Electric Generators, Independent Power Producers",Other,-396
2020,2,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"356,058"
2020,2,AZ,"Electric Generators, Independent Power Producers",Other Biomass,"2,414"
2020,2,AZ,"Electric Generators, Independent Power Producers",Wind,"42,058"
2020,2,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"16,391"
2020,2,AZ,"Electric Generators, Electric Utilities",Total,"6,296,829"
2020,2,AZ,"Electric Generators, Electric Utilities",Coal,"727,096"
2020,2,AZ,"Electric Generators, Electric Utilities",Pumped Storage,"-1,580"
2020,2,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"511,864"
2020,2,AZ,"Electric Generators, Electric Utilities",Natural Gas,"2,515,621"
2020,2,AZ,"Electric Generators, Electric Utilities",Nuclear,"2,491,613"
2020,2,AZ,"Electric Generators, Electric Utilities",Other,0
2020,2,AZ,"Electric Generators, Electric Utilities",Petroleum,"3,173"
2020,2,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"49,043"
2020,2,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2020,2,CA,Total Electric Power Industry,Total,"13,255,320"
2020,2,CA,Total Electric Power Industry,Coal,"25,291"
2020,2,CA,Total Electric Power Industry,Geothermal,"878,052"
2020,2,CA,Total Electric Power Industry,Pumped Storage,"6,409"
2020,2,CA,Total Electric Power Industry,Hydroelectric Conventional,"1,143,933"
2020,2,CA,Total Electric Power Industry,Natural Gas,"5,925,239"
2020,2,CA,Total Electric Power Industry,Nuclear,"1,486,059"
2020,2,CA,Total Electric Power Industry,Other Gases,"134,041"
2020,2,CA,Total Electric Power Industry,Other,"42,403"
2020,2,CA,Total Electric Power Industry,Petroleum,"3,209"
2020,2,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,052,176"
2020,2,CA,Total Electric Power Industry,Other Biomass,"220,016"
2020,2,CA,Total Electric Power Industry,Wind,"1,070,484"
2020,2,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"268,008"
2020,2,CA,"Combined Heat and Power, Industrial Power",Total,"1,017,176"
2020,2,CA,"Combined Heat and Power, Industrial Power",Coal,"25,291"
2020,2,CA,"Combined Heat and Power, Industrial Power",Natural Gas,"766,236"
2020,2,CA,"Combined Heat and Power, Industrial Power",Other Gases,"134,041"
2020,2,CA,"Combined Heat and Power, Industrial Power",Other,"30,657"
2020,2,CA,"Combined Heat and Power, Industrial Power",Petroleum,352
2020,2,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"3,230"
2020,2,CA,"Combined Heat and Power, Industrial Power",Other Biomass,135
2020,2,CA,"Combined Heat and Power, Industrial Power",Wind,345
2020,2,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"56,889"
2020,2,CA,"Combined Heat and Power, Commercial Power",Total,"191,082"
2020,2,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,2,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,499
2020,2,CA,"Combined Heat and Power, Commercial Power",Natural Gas,"118,555"
2020,2,CA,"Combined Heat and Power, Commercial Power",Other,-20
2020,2,CA,"Combined Heat and Power, Commercial Power",Petroleum,38
2020,2,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"10,865"
2020,2,CA,"Combined Heat and Power, Commercial Power",Other Biomass,"60,589"
2020,2,CA,"Combined Heat and Power, Commercial Power",Wind,556
2020,2,CA,"Combined Heat and Power, Electric Power",Total,"752,872"
2020,2,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,2,CA,"Combined Heat and Power, Electric Power",Natural Gas,"661,259"
2020,2,CA,"Combined Heat and Power, Electric Power",Other,"6,790"
2020,2,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,457
2020,2,CA,"Combined Heat and Power, Electric Power",Other Biomass,"12,525"
2020,2,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"71,842"
2020,2,CA,"Electric Generators, Independent Power Producers",Total,"6,544,476"
2020,2,CA,"Electric Generators, Independent Power Producers",Geothermal,"825,269"
2020,2,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"64,440"
2020,2,CA,"Electric Generators, Independent Power Producers",Natural Gas,"2,348,288"
2020,2,CA,"Electric Generators, Independent Power Producers",Other,"6,028"
2020,2,CA,"Electric Generators, Independent Power Producers",Petroleum,203
2020,2,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"2,005,304"
2020,2,CA,"Electric Generators, Independent Power Producers",Other Biomass,"141,107"
2020,2,CA,"Electric Generators, Independent Power Producers",Wind,"1,014,561"
2020,2,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"139,277"
2020,2,CA,"Electric Generators, Electric Utilities",Total,"4,749,714"
2020,2,CA,"Electric Generators, Electric Utilities",Geothermal,"52,783"
2020,2,CA,"Electric Generators, Electric Utilities",Pumped Storage,"6,409"
2020,2,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,078,993"
2020,2,CA,"Electric Generators, Electric Utilities",Natural Gas,"2,030,901"
2020,2,CA,"Electric Generators, Electric Utilities",Nuclear,"1,486,059"
2020,2,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,2,CA,"Electric Generators, Electric Utilities",Other,"-1,051"
2020,2,CA,"Electric Generators, Electric Utilities",Petroleum,"2,616"
2020,2,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"32,320"
2020,2,CA,"Electric Generators, Electric Utilities",Other Biomass,"5,660"
2020,2,CA,"Electric Generators, Electric Utilities",Wind,"55,022"
2020,2,CO,Total Electric Power Industry,Total,"4,623,646"
2020,2,CO,Total Electric Power Industry,Coal,"1,734,567"
2020,2,CO,Total Electric Power Industry,Pumped Storage,"-7,551"
2020,2,CO,Total Electric Power Industry,Hydroelectric Conventional,"186,565"
2020,2,CO,Total Electric Power Industry,Natural Gas,"1,627,201"
2020,2,CO,Total Electric Power Industry,Other,"4,767"
2020,2,CO,Total Electric Power Industry,Petroleum,307
2020,2,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"86,079"
2020,2,CO,Total Electric Power Industry,Other Biomass,"6,427"
2020,2,CO,Total Electric Power Industry,Wind,"977,422"
2020,2,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,"7,861"
2020,2,CO,"Combined Heat and Power, Industrial Power",Total,"5,869"
2020,2,CO,"Combined Heat and Power, Industrial Power",Coal,0
2020,2,CO,"Combined Heat and Power, Industrial Power",Natural Gas,"2,216"
2020,2,CO,"Combined Heat and Power, Industrial Power",Other,"3,484"
2020,2,CO,"Combined Heat and Power, Industrial Power",Petroleum,3
2020,2,CO,"Combined Heat and Power, Industrial Power",Wind,166
2020,2,CO,"Combined Heat and Power, Commercial Power",Total,"5,176"
2020,2,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,391
2020,2,CO,"Combined Heat and Power, Commercial Power",Natural Gas,"1,350"
2020,2,CO,"Combined Heat and Power, Commercial Power",Other,0
2020,2,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,2,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,740"
2020,2,CO,"Combined Heat and Power, Commercial Power",Wind,"1,695"
2020,2,CO,"Combined Heat and Power, Electric Power",Total,"17,107"
2020,2,CO,"Combined Heat and Power, Electric Power",Coal,0
2020,2,CO,"Combined Heat and Power, Electric Power",Natural Gas,"14,007"
2020,2,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,CO,"Combined Heat and Power, Electric Power",Other Biomass,"3,100"
2020,2,CO,"Electric Generators, Independent Power Producers",Total,"1,100,832"
2020,2,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"24,690"
2020,2,CO,"Electric Generators, Independent Power Producers",Natural Gas,"192,138"
2020,2,CO,"Electric Generators, Independent Power Producers",Other,"1,289"
2020,2,CO,"Electric Generators, Independent Power Producers",Petroleum,2
2020,2,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"83,761"
2020,2,CO,"Electric Generators, Independent Power Producers",Other Biomass,"3,327"
2020,2,CO,"Electric Generators, Independent Power Producers",Wind,"787,764"
2020,2,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"7,861"
2020,2,CO,"Electric Generators, Electric Utilities",Total,"3,494,661"
2020,2,CO,"Electric Generators, Electric Utilities",Coal,"1,734,567"
2020,2,CO,"Electric Generators, Electric Utilities",Pumped Storage,"-7,551"
2020,2,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"161,484"
2020,2,CO,"Electric Generators, Electric Utilities",Natural Gas,"1,417,490"
2020,2,CO,"Electric Generators, Electric Utilities",Other,-6
2020,2,CO,"Electric Generators, Electric Utilities",Petroleum,302
2020,2,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,578
2020,2,CO,"Electric Generators, Electric Utilities",Wind,"187,797"
2020,2,CT,Total Electric Power Industry,Total,"3,494,552"
2020,2,CT,Total Electric Power Industry,Coal,"-2,294"
2020,2,CT,Total Electric Power Industry,Pumped Storage,-267
2020,2,CT,Total Electric Power Industry,Hydroelectric Conventional,"40,122"
2020,2,CT,Total Electric Power Industry,Natural Gas,"1,880,535"
2020,2,CT,Total Electric Power Industry,Nuclear,"1,460,856"
2020,2,CT,Total Electric Power Industry,Other,"43,298"
2020,2,CT,Total Electric Power Industry,Petroleum,-674
2020,2,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"13,765"
2020,2,CT,Total Electric Power Industry,Other Biomass,"36,100"
2020,2,CT,Total Electric Power Industry,Wind,"1,044"
2020,2,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,"22,067"
2020,2,CT,"Combined Heat and Power, Industrial Power",Total,"56,111"
2020,2,CT,"Combined Heat and Power, Industrial Power",Natural Gas,"56,104"
2020,2,CT,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,2,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,7
2020,2,CT,"Combined Heat and Power, Commercial Power",Total,"34,365"
2020,2,CT,"Combined Heat and Power, Commercial Power",Natural Gas,"34,010"
2020,2,CT,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,2,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,355
2020,2,CT,"Combined Heat and Power, Electric Power",Total,"10,565"
2020,2,CT,"Combined Heat and Power, Electric Power",Natural Gas,"10,565"
2020,2,CT,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,CT,"Electric Generators, Independent Power Producers",Total,"3,388,314"
2020,2,CT,"Electric Generators, Independent Power Producers",Coal,"-2,294"
2020,2,CT,"Electric Generators, Independent Power Producers",Pumped Storage,-267
2020,2,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"36,586"
2020,2,CT,"Electric Generators, Independent Power Producers",Natural Gas,"1,778,656"
2020,2,CT,"Electric Generators, Independent Power Producers",Nuclear,"1,460,856"
2020,2,CT,"Electric Generators, Independent Power Producers",Other,"43,298"
2020,2,CT,"Electric Generators, Independent Power Producers",Petroleum,-957
2020,2,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"13,225"
2020,2,CT,"Electric Generators, Independent Power Producers",Other Biomass,"36,100"
2020,2,CT,"Electric Generators, Independent Power Producers",Wind,"1,044"
2020,2,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"22,067"
2020,2,CT,"Electric Generators, Electric Utilities",Total,"5,196"
2020,2,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,537"
2020,2,CT,"Electric Generators, Electric Utilities",Natural Gas,"1,198"
2020,2,CT,"Electric Generators, Electric Utilities",Petroleum,283
2020,2,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,178
2020,2,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2020,2,DC,Total Electric Power Industry,Total,"19,073"
2020,2,DC,Total Electric Power Industry,Natural Gas,"13,186"
2020,2,DC,Total Electric Power Industry,Petroleum,0
2020,2,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,042"
2020,2,DC,Total Electric Power Industry,Other Biomass,"4,845"
2020,2,DC,"Combined Heat and Power, Commercial Power",Total,"18,031"
2020,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas,"13,186"
2020,2,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,2,DC,"Combined Heat and Power, Commercial Power",Other Biomass,"4,845"
2020,2,DC,"Electric Generators, Independent Power Producers",Total,"1,042"
2020,2,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,042"
2020,2,DE,Total Electric Power Industry,Total,"288,370"
2020,2,DE,Total Electric Power Industry,Coal,"-2,885"
2020,2,DE,Total Electric Power Industry,Natural Gas,"267,604"
2020,2,DE,Total Electric Power Industry,Other Gases,"14,075"
2020,2,DE,Total Electric Power Industry,Petroleum,592
2020,2,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,772"
2020,2,DE,Total Electric Power Industry,Other Biomass,"4,745"
2020,2,DE,Total Electric Power Industry,Wind,468
2020,2,DE,"Combined Heat and Power, Industrial Power",Total,"101,384"
2020,2,DE,"Combined Heat and Power, Industrial Power",Natural Gas,"86,534"
2020,2,DE,"Combined Heat and Power, Industrial Power",Other Gases,"14,075"
2020,2,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,2,DE,"Combined Heat and Power, Industrial Power",Other Biomass,775
2020,2,DE,"Combined Heat and Power, Commercial Power",Total,468
2020,2,DE,"Combined Heat and Power, Commercial Power",Wind,468
2020,2,DE,"Combined Heat and Power, Electric Power",Total,"6,244"
2020,2,DE,"Combined Heat and Power, Electric Power",Coal,0
2020,2,DE,"Combined Heat and Power, Electric Power",Natural Gas,"6,221"
2020,2,DE,"Combined Heat and Power, Electric Power",Petroleum,23
2020,2,DE,"Electric Generators, Independent Power Producers",Total,"179,857"
2020,2,DE,"Electric Generators, Independent Power Producers",Coal,"-2,885"
2020,2,DE,"Electric Generators, Independent Power Producers",Natural Gas,"174,869"
2020,2,DE,"Electric Generators, Independent Power Producers",Petroleum,584
2020,2,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,320"
2020,2,DE,"Electric Generators, Independent Power Producers",Other Biomass,"3,969"
2020,2,DE,"Electric Generators, Electric Utilities",Total,417
2020,2,DE,"Electric Generators, Electric Utilities",Natural Gas,-20
2020,2,DE,"Electric Generators, Electric Utilities",Petroleum,-15
2020,2,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,452
2020,2,FL,Total Electric Power Industry,Total,"17,599,443"
2020,2,FL,Total Electric Power Industry,Coal,"743,625"
2020,2,FL,Total Electric Power Industry,Hydroelectric Conventional,"18,338"
2020,2,FL,Total Electric Power Industry,Natural Gas,"13,432,984"
2020,2,FL,Total Electric Power Industry,Nuclear,"2,268,250"
2020,2,FL,Total Electric Power Industry,Other Gases,5
2020,2,FL,Total Electric Power Industry,Other,"223,123"
2020,2,FL,Total Electric Power Industry,Petroleum,"179,162"
2020,2,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"398,478"
2020,2,FL,Total Electric Power Industry,Other Biomass,"189,915"
2020,2,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"145,561"
